User,Text
@Trong_04GA,"Rất thích cả khán phòng cùng hưởng ứng bộ môn này riêng a Nam mãi đỉnh a ta có vẻ đzai hơn và biết rõ mình làm gì tóm lại, đừng ai vừa ăn vừa xem nha 😂"
@y9c9ycy9coyc,set này vui v tr=)))))))))))))
@peterngo99,càng ngày càng lên trình nha :))
@XiaoChyllin1306,"Ko đi tiếc ghê, sài gòn tếu làm show ở miền trung đc khum"
@Shadowmonarch02,"Chưa có đã, thêm đi😅"
@philongo8328,Set này đỉnh thật
@conglongnhong1991,"PN luôn vậy, biểu cảm và tương tác rất tốt"
@thienphamquang1229,11:30 có nhóm hài khi hát bên Au Nam Kỳ Khởi Nghĩa qua chơi kìa
@34northsidee,Cảm xúc lên😂
@ThienTan-sr7bk,Nay anh Long trợ diễn đỉnh quá  😂
@thanhthuylethi1982,Chị chờ nghe em kể chuyện lâu lắm rồi Nam ơi 🎉 😊 ❤❤❤❤❤
@Mơ-lfx1,"Cá nhân mình thấy phần đâu, tương tác với khán giả thì chưa tốt lắm, người dễ tính họ sẽ cười chứ những người hơi chai với các vở hài như mình thì nó hơi nhạt và lặp lại. Bù lại thì phần sau về phụ nữ thì thật sự hay, biểu cảm và hài hay 😊,  đúng chất của Nam từ những ngày đầu mình theo giỏi"
@Rio-3979,Chờ anh Nam quá lâu rồi. Anh Nam giống Trấn Thành kinh nhỉ???
@khoitran8169,ngày càng đẳng cấp
@toraoduy2289,ủa :))) bạn Gia Huy hôm bữa hỏng cười bữa nay cười quá trời tươi luôn
@rockblin04,Trai thẳng = gặp trai là thẳng :v
@24duongtuan10,tuyệt vời
@nghiatran1930,Dạo này đô con z
@ĐặngTấnLộc-t1h,Tương tác với khán giả tốt quá. Mà sao Nam nó nói gì cũng có duyên. Hãy thiệt 😮 Mừ điểm
@CongTrancongqcb,"chỉnh gain mic cho hợp lý, sound hơi tệ"
@duyinh7921,anh Nam oi em thấy cái bụng...
@_NguyenVanTruongVu,"Tư duy ngược:"" é hé hé tụi anti nó chê nhưng mà tụi nó vẫn coi hết full tập để chửi tụi mình kìa mấy đứa"""
@FBIonline,Bro cố vấn đề với ngưới hói 🐧🐧
@Emily-eo4df,"Nam mặc đồ sporty đẹp hơn, nhìn đô con với trông cao hơn mà cũng trẻ hơn nữa! Mãi keo!"
@sezyphuongtran7371,Chờ ổng ra …set mà mòn mỏi lun😂 nhưng ko uổng công chờ
@SơnPh-c2i,Tìm cái để chê cx khó :)))
@ChauDinh.19,nay Nam diễn vì có người kêu cảm xúc lên đúng hem? quá tưng bừng luôn nè
@giaphuang6058,"Nam level up quá rõ nét luôn á trời, không cần miếng đại trà miếng nhiều mà Nam lần này dùng miếng tự nhiên và quan trọng là ổng gần như không cần miếng nữa, ổng diễn bằng năng lượng. Mảng miếng lúc này chỉ là hình thức để delivery năng lượng thôi."
@PhátTrầnHồngTuấn,thích coi nhất setx anh Nam
@sean_kang_mvp,có team Hồng Phương Jackie Thảo Bunny zui ghê =))
@HoàngTửBánhChuối,"*_★ _**_3:33_**_ _**_3:41_**_ Miếng này của ông Nam nặng đô thật sự_* 
*_★ _**_7:22_**_ _**_9:29_**_ Ổng callback đỉnh vãi_* 
*_★ _**_10:57_**_ _**_11:47_**_ Học hỏi học hỏi_* 
*_★ Ai cũng đánh giá cao về phần giọng của ông Nam hết và đúng là như vậy , set này ổng dồn gần như là full lực cho quả giọng luôn bởi vậy nghe ổng thở thôi người ta cũng mắc cười nữa quá xuất sắc Phương Nam ơi_*"
@lygiahan283,Tùng BT 🎉
@namhoan1,Ơ ơ xuất xuất sắc :))))
@tnc2k855,Set này lv up vậy :))
@T1_conmanhnhat,bro chỉ cần xuất hiện là buon cuoi roi :)))
@keterscp,tui bị táo bón nhờ coi phương nam nên ỉa mượt lắm
@TênKo-b4b,hayyy quá
@duynguyenha9527,"""Đứa nào"""
@woe.000,hai vl
@03amquanglinh66,rất thích phong cách diễn mới của anh Nam
@zunguyentattooist,11:30 cái chị thứ 2 trái qua hàng thứ 3 mới cãi nhau với bồ mà nhỏ bạn rủ đi coi hài...
@phucnguyen6589,Cứ có Nam diễn là lại cười ko nhặt được mồm 🤣🤣🤣
@ngohoangphuc4903,ông Long bị khai thác dữ quá
@anhungnguyen6122,Tuyệt vời quá anh ơi =))))))))))))))))))))))))))))))))))
@tco4014,Set này đỉnh thực sự luôn
@phannhuquynhho2002,"Dễ thương quá, em cười banh luôn 🤣"
@TangHoài-c5o4j,Dáng anh Nam dạo này ngol hẳn=)))
@ngynbinh2011,ĐỨA NÀOOOO lm tui cười bể bụng thiệt luôn
@vyda4943,:))) mới dô cười phun cơm rồi thề vội quáaa
@congphuctran54,thật sự là trình độ dẫn dắt và biểu diễn của Phương Nam đã phát triển quá nhiều. Respect !!!!!!
@himintdee,"2:00 Hảaa?! How they can think about that!?
3:05 Nam ơi, cho mình hỏi cụ thể là lông gì được không ạ?.... ( edit lần 1 trong khi đang xem )"
@nguyenmanhphuc5327,này ba em là dumamay =))))
@HieuNguyen-hi2lu,Đỉnh cao của sự kỳ vọng
@ncthanh6956,36% joke về anh Long
@hoclammy,dí anh Long quá dị kkkkk
@HuyTruong-tk4gx,"cảm giác lần này Nam diễn rất thoải mái bộc phát dữ , nghe rất giống những nghệ sĩ hài độc thoại nước ngoài =]]]] kiểu tương tác khịa khán giả mà ko kiêng dè gì, xuất xuất xuất... sắc luôn e ơi =]]]]]"
@its100kg,"ông áo đen đeo kính ở ngay giữa đúng ""cảm xúc""thật kk😁"
@DatDang-j8l,❤
@lechunganh2066,Cười rất đã ! Rất sảng khoái nhưng chả cảm nhận được cái mịa dì! Hài là 10 điểm !
@zoen_bill,Set nào của Phương Nam cũng đỉnh vl😂😂😂😂😂😂😂😂
@TangMongKy,Đỉnh nhaa!!
@TramTran-sw9bk,set này Phương Nam đỉnh thật
@TinTucToanCau247,Xuất xuất xuất...sắc luôn Nam ơi❤
@ThaoTramLe,tội anh hói quá🤣😂
@TrầnNguyên-p5u,"đem tai nghe xem,  cười giống con dở hơi, mẹ hỏi "" khùng hả? 😃😀😄😁"
@sunmintola,PN dạo này múp múp cute hen😂
@quyhoanganh5214,Đang tắm mà cười như điện!
@ovkl8151,Ông nam trigger hơi nhìu nha 😂😂😂😂
@tadcao3445,"Hay quá luôn á, xuất xuất xuất… sắc ;)))"
@kiennhano8266,"chống chỉ định cho người đang ăn uống mà coi nha, sặc sụa luôn 😂"
@didaolumnhatkienthuc,"Cười xĩu thiệt, dạo này mặt ô Nam nhìn sáng, đẹp trai hơn"
@CilithusLewiSs,set diễn đầy năng lượng
@DuyTrầnĐỗViệt,PN vẫn là 1 cái level khác :)))
@nonameacc5580,"Ôi cái đệt mẹ, khúc cuối điện ảnh vl😂"
@namtony9999,mới 1p đầu t cười đau cả ruột =)))))))))))
@PhamThien-l3f,Lụm
@vinhhang7222,ảnh phát tướng ta
@nguyennhunguyen5408,set này nội lực quá
@KhangNguyenTuan-b8v,Trong nhóm SGT có mỗi Phương Nam là làm mình cười tắt thở muốn như con điên dậy á trời😅😅
@ngoclinhnguyen9033,Mới phút đầu đã cười chảy nước mắt :)) klq mà dạo này Nam tập gym chăm chỉ hơn hay sao mà nhìn đô quá ta 💪
@CallmeDatnguyen,Đúng là Save the best for last 🎉❤
@Huynguyensgn,xuất xuất...xuất hóa đơn em eiiii :))))
@nguyennguyen.12345,"Set này sao thấy anh Nam ồn hơn bình thường và biểu cảm với cử chỉ cực kì thoải mái luôn, tương tác với khán giả liên tục, coi không bị trì đoạn nào. Thật sự thì với cá nhân mình cảm nhận thì cách anh Nam deliver câu chuyện lần này ""mới"" và ""lạ"" hơn so với các set trước của ảnh, không có gì để chê !! Mình drop Sg tếu cũng gần 1 năm mà tuần này mò các clip xem lại vẫn thích quá"
@ngohoangphuc4903,3:40 :)))
@thongvo5111,cười vc-))))
@ngohoangphuc4903,hài xỉu
@hathao3937,Set diễn này mình đoán sẽ lên triệu view nhanh thôi ạ.
@thkhoa8805,Vẫn hay vẫn duyên dáng vẫn tương tác với khán giả đỉnh
@hathao3937,Đợi set diễn của ổng mà T muốn ốm luôn á trời. Tuyệt vời luôn a ơi❤
@thanhphong9138,cười không kịp thở luôn chớ
@Bright7628,goat comedian
@duchoang7626,"đàn ông sao zạ, đàn bà sao sao á :=)"
@WonderingCommenter,hay v
@meowmeow2274,Duma t đọc cái title là t đã cười như con dở r :))) hay vl
